fullName,url,stars,forks,pushed,language,license_key,license,license_class,reuse_terms,archived,description,project_area
vibeforge1111/vibeship-scanner,https://github.com/vibeforge1111/vibeship-scanner,127,23,2026-03-04,Python,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"a free vulnerability and security scanner for vibe coders, with 2000+ rulesets, and copy pasteable Master AI Fix Prompt to fix vulnerabilities",PyraSec
ossf/sbom-everywhere,https://github.com/ossf/sbom-everywhere,121,44,2026-02-28,Vue,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Improve Software Bill of Materials (SBOM) tooling and training to encourage adoption,PyraSec
sinewaveai/agent-security-scanner-mcp,https://github.com/sinewaveai/agent-security-scanner-mcp,121,11,2026-09-03,JavaScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Security scanner MCP server for AI coding agents. Prompt injection firewall, package hallucination detection (4.3M+ packages), 1000+ vulnerability rules with AST & taint analysis, auto-fix.",PyraSec
CycloneDX/cyclonedx-go,https://github.com/CycloneDX/cyclonedx-go,118,46,2026-09-04,Go,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Go library to consume and produce CycloneDX Software Bill of Materials (SBOM),PyraSec
WuliRuler/SBSCAN,https://github.com/WuliRuler/SBSCAN,116,6,2025-05-19,Python,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,🎭 SBSCAN是一款专注于spring框架的渗透测试工具，可以对指定站点进行springboot未授权扫描/敏感信息扫描以及进行spring框架漏洞扫描与验证的综合利用工具。      [SBSCAN is a penetration testing tool focused on the spring framework that can scan springboot sensitive information/unauthorized for specified sites and scan and validate spring related vulnerabilities],PyraSec
clj-holmes/clj-holmes,https://github.com/clj-holmes/clj-holmes,115,14,2026-05-04,Clojure,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A CLI SAST (Static application security testing) tool which was built with the intent of finding vulnerable Clojure code via rules that use a simple pattern language.,PyraSec
SyscallX-18113/Apkx-Hunter,https://github.com/SyscallX-18113/Apkx-Hunter,90,12,2026-09-01,C,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Apkx-Hunter is an Android Static Analysis Framework in Debian Package written entirely in C with OWASP MASVS scanning with 15 categories and 166 detection patterns for Android security assessments, reverse engineering, malware analysis, and penetration testing. It features ML-based secret scoring, and advanced static security analysis.",PyraSec
davidmatousek/tachi,https://github.com/davidmatousek/tachi,90,21,2026-08-13,Python,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Threat modeling and AI-reasoning vulnerability detection harness for Claude Code — STRIDE + AI + MAESTRO,PyraSec
CycloneDX/cyclonedx-php-composer,https://github.com/CycloneDX/cyclonedx-php-composer,87,7,2026-09-05,PHP,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Create CycloneDX Software Bill of Materials (SBOM) from PHP Composer projects,PyraSec
Armur-Ai/vibescan,https://github.com/Armur-Ai/vibescan,82,13,2026-03-28,Go,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Security scanner for AI-generated (""vibe-coded"") code. Runs    SAST, DAST, and sandboxed exploit simulation across 15+   languages using 30+ tools. Catches what LLMs introduce before    it ships — with AI-powered fixes and PR review integration.",PyraSec
Lab700xOrg/aisbom,https://github.com/Lab700xOrg/aisbom,77,5,2026-09-06,Python,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,AI SBOM: AI Software Bill of Materials - The Supply Chain for Artificial Intelligence,PyraSec
patriksvensson/covenant,https://github.com/patriksvensson/covenant,73,10,2026-08-12,C#,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A tool to generate SBOM (Software Bill of Material) from source code artifacts.,PyraSec
guacsec/trustify,https://github.com/guacsec/trustify,68,50,2026-09-06,Rust,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"SBOM analysis platform for storing, correlating, and querying software bill of materials and security advisories (CSAF/VEX, OSV, CVE) at scale. Exposes a correlation graph of vuln :left_right_arrow: component :left_right_arrow: product :left_right_arrow: VEX",PyraSec
bogdanticu88/threatmap,https://github.com/bogdanticu88/threatmap,61,9,2026-06-30,Python,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"IaC threat modeler with STRIDE, MITRE ATT&CK, and PASTA frameworks. REST API, GraphQL, and Docker support for Terraform, CloudFormation, and Kubernetes.",PyraSec
htrgouvea/zarn,https://github.com/htrgouvea/zarn,59,10,2026-08-31,Perl,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,A lightweight static security analysis tool for modern Perl Apps,PyraSec
psastras/sbom-rs,https://github.com/psastras/sbom-rs,48,9,2026-07-27,Rust,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A group of Rust projects for interacting with and producing software bill of materials (SBOMs).,PyraSec
seebom-labs/BOMHort,https://github.com/seebom-labs/BOMHort,48,8,2026-08-31,Go,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"About standalone, Kubernetes-native Software Bill of Materials (SBOM) visualization and governance platform",PyraSec
secretsifter/secretsifter-burp,https://github.com/secretsifter/secretsifter-burp,47,18,2026-08-24,Java,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Burp Suite extension — passively detects secrets, API keys, credentials, JWTs & PII in HTTP traffic. 160+ detection rules, bulk scan, entropy analysis, HTML reports & more.",PyraSec
erlef/mix_sbom,https://github.com/erlef/mix_sbom,47,22,2026-09-01,Elixir,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,Mix task to generate a Software Bill-of-Materials (SBoM) in CycloneDX format,PyraSec
anthonyharrison/sbomdiff,https://github.com/anthonyharrison/sbomdiff,45,8,2026-03-09,Python,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,This tool compares two Software Bill of Materials (SBOMs) and reports the differences.,PyraSec
ErdemOzgen/DevSecOps-Vault,https://github.com/ErdemOzgen/DevSecOps-Vault,42,9,2025-04-21,Shell,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Collection of roadmaps, tools, best practice, resources about DevSecOps",PyraSec
NodeSecure/scanner,https://github.com/NodeSecure/scanner,40,23,2026-09-01,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,⚡️ A package API to run a static analysis of your module's dependencies. This is the CLI engine!,PyraSec
popey/sbommage,https://github.com/popey/sbommage,39,1,2025-11-10,Python,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Sbommage is an interactive terminal frontend for viewing Software Bill of Materials (SBOM) files in various formats.,PyraSec
anthonyharrison/sbom4python,https://github.com/anthonyharrison/sbom4python,38,11,2026-06-04,Python,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A tool to generate a SBOM (Software Bill of Materials) for an installed Python module,PyraSec
CycloneDX/cyclonedx-ruby-gem,https://github.com/CycloneDX/cyclonedx-ruby-gem,36,21,2026-08-22,Ruby,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Creates CycloneDX Software Bill of Materials (SBOM) from Ruby projects,PyraSec
qualixar/skillfortify,https://github.com/qualixar/skillfortify,31,1,2026-08-05,Python,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,"First formal security scanner for AI agent skills & plugins. Static analysis, supply chain verification, SBOM generation. 22 frameworks supported including MCP, LangChain, CrewAI.",PyraSec
iamunixtz/jshunter-burp,https://github.com/iamunixtz/jshunter-burp,31,5,2025-10-23,Python,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"A powerful Burp Suite extension that automatically detects JavaScript URLs from HTTP traffic, scans them using TruffleHog for secrets detection, and sends findings to Discord webhooks in real-time.",PyraSec
CycloneDX/cyclonedx-webpack-plugin,https://github.com/CycloneDX/cyclonedx-webpack-plugin,30,11,2026-09-05,TypeScript,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Generate CycloneDX Software Bill of Materials (SBOM) from webpack bundles at compile time.,PyraSec
MedUnes/dtrack-cli,https://github.com/MedUnes/dtrack-cli,30,0,2026-06-30,Go,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A Go-based CLI tool to automate the upload and lifecycle management of Software Bill of Materials (SBOM) in OWASP Dependency-Track.,PyraSec
Wind-River/meta-wr-sbom,https://github.com/Wind-River/meta-wr-sbom,29,14,2026-07-01,Python,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,A CLI tool for generating a Software Bill of Materials (SBOM) from Yocto Project.,PyraSec
huntridge-labs/argus,https://github.com/huntridge-labs/argus,28,4,2026-09-06,Python,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,"Argus brings “a hundred eyes” to your project, combining leading open source security tools into a scalable, automated, continuous security pipeline.",PyraSec
CycloneDX/cyclonedx-dotnet-library,https://github.com/CycloneDX/cyclonedx-dotnet-library,28,35,2026-07-22,C#,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,.NET library to consume and produce CycloneDX Software Bill of Materials (SBOM),PyraSec
securesauce/precli,https://github.com/securesauce/precli,26,3,2026-09-02,Python,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,Precaution CLI - command line static application security testing tool,PyraSec
abdulhalimaltuntas/capsaicin,https://github.com/abdulhalimaltuntas/capsaicin,26,7,2026-09-04,Go,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Next-generation intelligent Web Fuzzer & Directory Scanner written in Go. Features WAF detection, secret scanning, auto-calibration, and smart 403 bypass",PyraSec
CycloneDX/cyclonedx-node-yarn,https://github.com/CycloneDX/cyclonedx-node-yarn,26,11,2026-09-06,JavaScript,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Create CycloneDX Software Bill of Materials (SBOM) from Node.js Yarn projects.,PyraSec
absholi7ly/ZeroHuntAI,https://github.com/absholi7ly/ZeroHuntAI,25,7,2025-05-09,Python,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,ZeroHuntAI is an advanced source code vulnerability scanner designed to detect potential vulnerabilities in your codebase. It combines static code analysis with pattern matching and AI evaluation to identify security issues before they can be exploited.,PyraSec
